SIORG,Nome do Órgão,Última Atualização,Sigla/Nome do Software,Finalidade/Descrição,Área,Criticidade,Categoria 1,Categoria 2,Categoria 3,Compartilhar?,Por quê não compartilhar?,Nível de satisfação com o uso,Plataforma Operacional,Sistema Operacional,Linguagem de Programação,Banco de Dados,Frameworks/Bibliotecas,Integrações,Situação
367,Departamento Nacional de Obras Contra as Secas – DNOCS,42513,mdAcesso,Controle de Acesso Predial,Meio,Alta,Administração,Portaria,,Não,Software proprietário adquirido junto ao mercado,Atende às expectativas,Web,Windows Server 2012 Standard,.NET,SQL Server,,,Em produção
367,Departamento Nacional de Obras Contra as Secas – DNOCS,42513,mdTempo,Controle de Frequência de Colaboradores,Meio,Alta,Administração,Recursos Humanos,,Não,Software proprietário adquirido junto ao mercado,Atende às expectativas,Cliente/Servidor,Windows Server 2012 Standard,.NET,SQL Server,,,Em produção
367,Departamento Nacional de Obras Contra as Secas – DNOCS,42513,Centreon ,Monitoramento em tempo real de todos os ativos de TIC e links de dados. ,Meio,Média,,Gestão de Ativos,,,,Atende às expectativas,Cliente/Servidor,Linux CentOS 6,PHP,MySQL,,,Em produção
367,Departamento Nacional de Obras Contra as Secas – DNOCS,42513,Zimbra ,Serviço de correio eletrônico ,Meio,Alta,,,Correio Eletrônico,,,Atende às expectativas,Web,Linux CentOS 6,PHP,MySQL,,,Em produção
367,Departamento Nacional de Obras Contra as Secas – DNOCS,42513,Teampass ,Serviço de gerenciamento de senhas ,Meio,Baixa,,,Segurança de TI – Gerenciamentode Senhas,,,Atende às expectativas,Web,Linux CentOS 6,PHP,MySQL,,,Em produção
367,Departamento Nacional de Obras Contra as Secas – DNOCS,42513,OTRS,"Solução de servicedesk. Utilizada para receber, controlar e resolver os problemas relatados pelos usuários ",Meio,Alta,,Controle de Demandas/Chamados,,,,Atende às expectativas,Web,Linux CentOS 6,PHP,MySQL,,,Em produção
367,Departamento Nacional de Obras Contra as Secas – DNOCS,42513,Bacula,Solução de backup dos dados de todos os serviços de TI do DNOCS. ,Meio,Alta,,,Backup de dados,,,Atende às expectativas,Cliente/Servidor,Linux CentOS 6,C,PostgreSql,,,Em produção
367,Departamento Nacional de Obras Contra as Secas – DNOCS,42513,OCS,"Solução para acompanhamento das estações de trabalho. Com ele obtemos dados em tempo real tais como: Quantidade de memória, disco, processador, softwares instalados, etc. ",Meio,Média,,Gestão de Ativos,,,,Atende às expectativas,Web,Linux CentOS 6,Perl/PHP,MySQL,,,Em produção
367,Departamento Nacional de Obras Contra as Secas – DNOCS,42513,ASSP,Solução para controle de spams. Funciona interligado ao Zimbra ,Meio,Média,,,Segurança de TI – Anti-spam,,,Atende às expectativas,Web,Linux CentOS 6,Perl,MySQL,,,Em produção
367,Departamento Nacional de Obras Contra as Secas – DNOCS,42513,,Centraliza as contas de usuários para o sistema de videoconferência e criação de salas ,,,,,,,,,,,,,,,Em produção
367,Departamento Nacional de Obras Contra as Secas – DNOCS,42513,NTOPNG,Monitoramento em tempo real dos links de internet e MPLS,Meio,Alta,,Gestão de Ativos,,,,Atende às expectativas,Web,Linux CentOS 6,C++,Não utiliza,,,Em produção
367,Departamento Nacional de Obras Contra as Secas – DNOCS,42513,Openvas,Scanner de vulnerabilidade de serviços,Meio,Baixa,,,Segurança de TI,,,Atende às expectativas,Web,Linux CentOS 6,PHP,Não utiliza,,,Em produção
367,Departamento Nacional de Obras Contra as Secas – DNOCS,42513,OwnCloud,Serviço de Nuvem - hospedagem própria de arquivos maiores que 10mb,Meio,Baixa,,,Armazenamento em nuvem própria,,,,Web,Linux CentOS 6,PHP,MySQL,,,Em produção
346,Observatório Nacional – ON,42514,Email,Sistema que permite a troca de mensagens eletrônicas entre os pesquisadores e com isso garantindo a colaboração entre os diversos projetos e colaboradores tanto dentro do ON como fora da instituição.,Fim,Alta,Comunicações,,,Não,Esse sistema já possui código aberto e disponibilizado de maneira livre via internet. ,Atende às expectativas,Cliente/Servidor,Linux,Postfix,MySQL,,LDAP,Em produção
346,Observatório Nacional – ON,42514,WEB,Sistema que possibilita a colaboração e divulgação de informações utilizando os vários tipos de ferramentas WEB existentes combinadas. ,Fim,Alta,Pesquisa e Desenvolvimento,Educação à Distância,,Não,Esse sistema já possui código aberto e disponibilizado de maneira livre via internet. ,Supera as expectativas,Web,Linux,PHP,MySQL,,LDAP,Em produção
346,Observatório Nacional – ON,42514,Ocomom,"Sistema responsável por dar suporte técnico aos diversos pesquisadores, colaboradores e estudantes da instituição.",Fim,Baixa,,,Registro e tratamento de ocorrências,Não,Esse sistema já possui código aberto e disponibilizado de maneira livre via internet. ,Atende às expectativas,Web,Linux,,MySQL,,LDAP,Em produção
346,Observatório Nacional – ON,42514,VPN,Sistema que possibilita a colaboração de usuários que estejam fora do ON visando à interação com recursos disponibilizados dentro do instituto.,Fim,Média,,,Gestão de Acesso Remoto,Não,Esse sistema já possui código aberto e disponibilizado de maneira livre via internet. ,Precisa melhorar,Cliente/Servidor,Linux,OpenVPN,,,,Em produção
346,Observatório Nacional – ON,42514,Cluster,Sistema responsável por executar processamento de dados com alto desempenho.,Fim,Alta,Pesquisa e Desenvolvimento,,,Não,Esse sistema já possui código aberto e disponibilizado de maneira livre via internet. ,Atende às expectativas,Cliente/Servidor,Linux,ROCKS,,,Ganglia+MPI+Condor,Em produção
346,Observatório Nacional – ON,42514,Intranet,Sistema resposável pela divulgação de informações  e acesso à documentação oficial da instituição,Fim,Média,Comunicações,,,Não,Esse sistema já possui código aberto e disponibilizado de maneira livre via internet. ,Atende às expectativas,Web,Linux,PHP,MySQL,,,Em produção
346,Observatório Nacional – ON,42514,Extranet,Sistema utilizado para compartilhamento de arquivos com permissões externas à institução. Colaboração científica.,Fim,Média,Comunicações,,,Não,Esse sistema já possui código aberto e disponibilizado de maneira livre via internet. ,Atende às expectativas,Web,Linux,PHP,MySQL,,,Em produção
346,Observatório Nacional – ON,42514,Virtualização,Sistema que permite o compartilhamento de hardaware visando o melhor compartilhamento de recursos computacionais.,Fim,Alta,Infraestrutura e Fomento,,,Não,Esse sistema já possui código aberto e disponibilizado de maneira livre via internet. ,Precisa melhorar,Software como serviço,VMWARE,ESXI,,,,Em produção
72084,Ministério do Turismo – Mtur,42514,Turismo Acessível,"Sistema para promover a inclusão social e o acesso de pessoas com deficiência ou com mobilidade reduzida à atividade turística, de modo a permitir o alcance e a utilização de serviços, edificações e equipamentos turísticos com segurança e autonomia, possibilitando a avaliação da Acessibilidade dos empreendimentos e atrativos turísticos.",Fim,Alta,,Viagem,"Serviços, Infraestrutura e Turismo.",Sim,,Precisa melhorar,Web,Linux,Java,PostgreSQL,JSF2 + EJB + JPA + JBOSS7,Base da Receita Federal (webservice),Em produção
72084,Ministério do Turismo – Mtur,42514,Turismo Acessível - Aplicativo,Aplicativo móvel que complementa a plataforma web do Turismo Acessível.,Fim,Alta,,Viagem,"Serviços, Infraestrutura e Turismo – Mobile",Sim,,Precisa melhorar,Mobile,Linux,iOS / Android / Windows Phone,PostgreSQL,,,Em produção
72084,Ministério do Turismo – Mtur,42514,SIACOR ,Sistema de Acompanhamento de Repasse - O SIACOR proporciona uma visão gerencial detalhada de todos os contratos de repasse firmados entre a CEF e o MTur.,Meio,Média,Planejamento e Gestão,Gerenciamento de Contratos,,Sim,,Precisa melhorar,Web,Windows,PHP,PostgreSQL,Model–View–Controller-MVC  / Framework MVC: ZEND 2 e Laravel 5*,Caixa Econômica Federal,Em produção
72084,Ministério do Turismo – Mtur,42514,SIPROTUR ,"Sistema de comunicação entre as Secretarias Estaduais, Instituições de Ensino (SENAC, SENAI) e o Ministério do Turismo, objetivando a pactuação de vagas para o programa PRONATEC Turismo.",Fim,Alta,Educação,,Capacitação Profissional nos Cursos do Pronatec.,Sim,,Precisa melhorar,Web,Linux,Java,PostgreSQL,JSF2 + Spring3 + JPA + iReport3 + JBOSS5,,Em produção
72084,Ministério do Turismo – Mtur,42514,SBClass ,"Sistema Brasileiro de Classificação dos Meios de Hospedagem - estabeleceu sete tipos de Meios de Hospedagem, para atender a diversidade da oferta hoteleira nacional (Hotel, Resort, Hotel Fazenda, Cama & Café, Hotel Histórico, Pousada e Flat/Apart-Hotel) e utiliza a consagrada simbologia de estrelas para diferenciar as categorias.",Fim,Baixa,,Viagem,"Serviços, Infraestrutura e Classificação.",Sim,,Precisa melhorar,Web,Linux,Java,PostgreSQL,Flex / Flex 3.4 + Spring3 + JPA + iReport3 + JBOSS5,Cadastur,Em produção
72084,Ministério do Turismo – Mtur,42514,PGTur (Turismo) ,"Plataforma de Gestão do Turismo - tem como função realizar a gestão integrada e informatizada para apoio a administração, integrando o controle de informações de logística de operações, funções e programas, projetos, serviços e demandas em um único sistema, no âmbito do Ministério do Turismo. Principal sistema meio do Ministério que controla almoxarifado, solicitações de veiculos, arquivo e etc.",Meio,Média,Administração,Controle de Processos,"Gestão dos serviços de Protocolo, Transporte, Almoxarifado, Convênios e etc.",Sim,,Precisa melhorar,Web,Windows,"WebSphere Application Server, Base Services, Asset Management for IT, Common PMP, Naming Reconcilation Services e IBM Tivoli Integration Composer",SQL Server,,"Base da Receita Federal (webservice), Siconv e Caixa Econômica Federal",Em produção
72084,Ministério do Turismo – Mtur,42514,CADASTUR,"CADASTUR é o Sistema de Cadastro de pessoas físicas e jurídicas que atuam no setor do turismo. Executado pelo Ministério do Turismo, em parceria com os Órgãos Oficiais de Turismo nos 26 Estados do Brasil e no Distrito Federal, permite o acesso a diferentes dados sobre os Prestadores de Serviços Turísticos cadastrados.",Fim,Alta,Planejamento e Gestão,,Cadastro de Prestadores de Serviços Turísticos.,Sim,,Precisa melhorar,Web,Linux,Java,PostgreSQL,Flex / Flex 3.4 + Spring3 + JPA + iReport3 + JBOSS5,,Em produção
72084,Ministério do Turismo – Mtur,42514,Webservice do CADASTUR– MG,Webservice para que a Regional de MG acesse aos dados do sistema Cadastur. Método para comunicação entre op novo Portal de Turismo de Minas Gerais e o CADASTUR. Um mecanismo de validação do CNPJ informado pela empresa no Portal de acordo com a base de dados do CADASTUR.,Fim,Alta,,,Integração de Dados,Sim,,Atende às expectativas,Web,Linux,Java,SQL Server,EJB3 + HIBERNATE + CORS + WSDL + JDBC2.0 + Axis,,Em produção
72084,Ministério do Turismo – Mtur,42514,SIT (Gespro),"O Sistema SIT (GESPRO) visa o controle de propostas, convênios, emendas; controle dos documentos (ofícios e memorandos) que entram e que saem da DIETU – Diretoria de Infraestrutura do Ministerio. ",Fim,Alta,Administração,,"Gerenciamento de propostas, convênios, emendas e controle de demandas da área em questão.",Sim,,Precisa melhorar,Web,Windows,ASP,MS Access,,,Em produção
72084,Ministério do Turismo – Mtur,42514,SISAGM,"Sistema de gestão de agenda do ministro segmentado por eventos, audiências e convites.",Meio,Média,Administração,,Agenda,Sim,,Atende às expectativas,Web,Linux,Java,PostgreSQL,STRUTS2 + JPA + JBOSS5,,Em produção
72084,Ministério do Turismo – Mtur,42514,CDE ,Sistema de Controle das Demandas Externas. O CDE foi concebido com a intenção de prover a rastreabilidade das demandas oriundas de órgãos externos.,Meio,Alta,Administração,,Controle de Demandas dos Órgãos de Controle.,Sim,,Atende às expectativas,Web,Windows,PHP,PostgreSQL,Model–View–Controller-MVC + Framework MVC: ZEND 2 e Laravel 5,Caixa Econômica Federal,Em produção
72084,Ministério do Turismo – Mtur,42514,Agenda Competitividade - Sistema de controle de pleitos do setor do turismo,"Sistema responsável em registrar e acompanhar os pleitos do setor, mantendo um histórico das ações decorrentes, bem como seus resultados. ",Fim,Alta,Planejamento e Gestão,,Descentralização de recursos.,Sim,,Precisa melhorar,Web,Windows,PHP,PostgreSQL,Model–View–Controller-MVC + Framework MVC: ZEND 2 e Laravel 5*,,Em produção
72084,Ministério do Turismo – Mtur,42514,Sistema de Monitoramento do Plano de Providências Permanente - SMPPP,Concebido com a intenção de prover o monitoramento das ações do Plano de Providências Permanente.,Meio,Alta,Planejamento e Gestão,,Monitoramento das ações.,Sim,,Atende às expectativas,Web,Windows,PHP,PostgreSQL,Apache,,Em produção
72084,Ministério do Turismo – Mtur,42514,Sistema de Monitoramento das Olimpíadas Rio 2016,O sistema foi concebido para atuar no acompanhamento e monitoramento dos assuntos relativos a Olimpíada.,Fim,Alta,Infraestrutura e Fomento,,Monitoramento das ações.,Sim,,Precisa melhorar,Web,Windows,PHP,PostgreSQL,Model–View–Controller-MVC + Framework MVC: ZEND 2 e Laravel 5*,,Em produção
72084,Ministério do Turismo – Mtur,42514,GIT - Georreferenciamento Inteligente do Turismo,Monitora a execução de obras de infraestrutura plotadas no mapa do Brasil.,Fim,Alta,Infraestrutura e Fomento,,Monitoramento de obras.,Sim,,Precisa melhorar,Web,Linux,Java,PostgreSQL,AngularJS + EJB + JPA + iReport5 + JBOSS7,,Em produção
72084,Ministério do Turismo – Mtur,42514,SAC - Sistema de Acompanhamento de Colegiados,O Sistema de Acompanhamento de Colegiados (SAC) é uma ferramenta desenvolvida no Ministério do Turismo com o objetivo de facilitar o acesso e controle das informações sobre a participação dos servidores nos diversos colegiados. A ferramenta foi instituída pela Portaria nº 40 e é de uso e preenchimento obrigatórios pelos servidores do MTur nomeados como titulares e suplentes nos referidos colegiados.,Fim,Baixa,,,Gestão de Participação em Colegiados.,Sim,,Atende às expectativas,Web,Linux,Java,PostgreSQL,AngularJS + EJB + JPA + JBOSS7,,Em produção
72084,Ministério do Turismo – Mtur,42514,Monitoramento de Desempenho,"Portal de monitoramento de desempenho do MTur. O sistema também apresenta os módulos: Plano de Ação, Orçamento e GDPGPE.",Meio,Alta,Administração,,Monitoramento de desenpenho (RH) do plano de ação e do orçamento.,Sim,,Atende às expectativas,Web,Windows,PHP,PostgreSQL,Model–View–Controller-MVC + Framework MVC: ZEND 2 e Laravel 5*,,Em produção
72084,Ministério do Turismo – Mtur,42514,Radar - Radar Executivo,A aplicação RADAR foi concebida para acompanhar os temas internos da Secretaria Executiva e seus desdobramentos.,Meio,Alta,Administração,,Controle de Ações da SE.,Sim,,Precisa melhorar,Web,Windows,PHP,PostgreSQL,Apache,,Em produção
